work_id,demo_anonymous_id,work_type,financial_year,sanctioned_amount_inr,peer_count,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,cost_score,cost_flag,cost_explanation
WS/MP18112/2024-2025/164632,ND-WRK-0167,Normal/Others,2024-2025,3000000.0,121,999600.0,700000.0,1000000.0,3.0,100.0,True,"Sanctioned amount ₹3,000,000 is 3.00× the peer median ₹999,600 across 121 comparable works."
WS/MP18120/2025-2026/174636,ND-WRK-0725,Normal/Others,2025-2026,7938332.0,1573,990000.0,500000.0,1000000.0,8.02,100.0,True,"Sanctioned amount ₹7,938,332 is 8.02× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/218988,ND-WRK-1927,Normal/Others,2025-2026,5000000.0,1573,990000.0,500000.0,1000000.0,5.05,100.0,True,"Sanctioned amount ₹5,000,000 is 5.05× the peer median ₹990,000 across 1573 comparable works."
WS/MP18110/2026-2027/242058,ND-WRK-0023,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197902,ND-WRK-2012,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP687/2026-2027/268169,ND-WRK-2380,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18361/2025-2026/226177,ND-WRK-1950,Normal/Others,2025-2026,3500000.0,1573,990000.0,500000.0,1000000.0,3.54,87.5,True,"Sanctioned amount ₹3,500,000 is 3.54× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/226172,ND-WRK-1945,Normal/Others,2025-2026,3500000.0,1573,990000.0,500000.0,1000000.0,3.54,87.5,True,"Sanctioned amount ₹3,500,000 is 3.54× the peer median ₹990,000 across 1573 comparable works."
WS/MP664/2026-2027/221410,ND-WRK-2127,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP672/2026-2027/215131,ND-WRK-2154,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP672/2026-2027/215133,ND-WRK-2156,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP687/2024-2025/181205,ND-WRK-2333,Normal/Others,2024-2025,2500000.0,121,999600.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹999,600 across 121 comparable works."
WS/MP672/2026-2027/215132,ND-WRK-2155,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/226525,ND-WRK-2014,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP664/2026-2027/291153,ND-WRK-2128,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP664/2026-2027/146583,ND-WRK-2124,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197848,ND-WRK-1999,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197847,ND-WRK-1998,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197880,ND-WRK-2006,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197866,ND-WRK-2005,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197862,ND-WRK-2003,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197883,ND-WRK-2009,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18308/2025-2026/262901,ND-WRK-1877,Normal/Others,2025-2026,3500000.0,1573,990000.0,500000.0,1000000.0,3.54,87.5,True,"Sanctioned amount ₹3,500,000 is 3.54× the peer median ₹990,000 across 1573 comparable works."
WS/MP18136/2026-2027/190037,ND-WRK-1680,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18116/2026-2027/232150,ND-WRK-0513,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18131/2026-2027/276434,ND-WRK-1342,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP672/2026-2027/247099,ND-WRK-2161,Normal/Others,2026-2027,2500000.0,683,1000000.0,700000.0,1000000.0,2.5,87.5,True,"Sanctioned amount ₹2,500,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP681/2024-2025/163044,ND-WRK-2258,Normal/Others,2024-2025,2499712.0,121,999600.0,700000.0,1000000.0,2.5,87.48,True,"Sanctioned amount ₹2,499,712 is 2.50× the peer median ₹999,600 across 121 comparable works."
WS/MP18132/2026-2027/277259,ND-WRK-1421,Normal/Others,2026-2027,2499000.0,683,1000000.0,700000.0,1000000.0,2.5,87.42,True,"Sanctioned amount ₹2,499,000 is 2.50× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18121/2024-2025/163230,ND-WRK-0782,Normal/Others,2024-2025,2490157.0,121,999600.0,700000.0,1000000.0,2.49,86.68,True,"Sanctioned amount ₹2,490,157 is 2.49× the peer median ₹999,600 across 121 comparable works."
WS/MP18307/2025-2026/230981,ND-WRK-1815,Normal/Others,2025-2026,3200000.0,1573,990000.0,500000.0,1000000.0,3.23,72.5,True,"Sanctioned amount ₹3,200,000 is 3.23× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/219018,ND-WRK-1934,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/217226,ND-WRK-1926,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244715,ND-WRK-1867,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244683,ND-WRK-1854,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/145427,ND-WRK-1844,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244692,ND-WRK-1857,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244696,ND-WRK-1858,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244716,ND-WRK-1868,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP672/2025-2026/181702,ND-WRK-2145,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP687/2025-2026/199486,ND-WRK-2357,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP691/2025-2026/237153,ND-WRK-2392,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP687/2025-2026/243692,ND-WRK-2366,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18307/2025-2026/231066,ND-WRK-1822,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18118/2025-2026/252879,ND-WRK-0616,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/226171,ND-WRK-1944,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/219021,ND-WRK-1937,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18307/2025-2026/262453,ND-WRK-1828,Normal/Others,2025-2026,3000000.0,1573,990000.0,500000.0,1000000.0,3.03,62.5,True,"Sanctioned amount ₹3,000,000 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/190402,ND-WRK-0731,Normal/Others,2025-2026,2999200.0,1573,990000.0,500000.0,1000000.0,3.03,62.46,True,"Sanctioned amount ₹2,999,200 is 3.03× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/226184,ND-WRK-0913,Normal/Others,2025-2026,2900000.0,1573,990000.0,500000.0,1000000.0,2.93,57.5,True,"Sanctioned amount ₹2,900,000 is 2.93× the peer median ₹990,000 across 1573 comparable works."
WS/MP18112/2025-2026/188592,ND-WRK-0193,Normal/Others,2025-2026,2881000.0,1573,990000.0,500000.0,1000000.0,2.91,56.55,True,"Sanctioned amount ₹2,881,000 is 2.91× the peer median ₹990,000 across 1573 comparable works."
WS/MP18361/2025-2026/219016,ND-WRK-1932,Normal/Others,2025-2026,2800000.0,1573,990000.0,500000.0,1000000.0,2.83,52.5,True,"Sanctioned amount ₹2,800,000 is 2.83× the peer median ₹990,000 across 1573 comparable works."
WS/MP18120/2025-2026/190401,ND-WRK-0730,Normal/Others,2025-2026,2798862.0,1573,990000.0,500000.0,1000000.0,2.83,52.44,True,"Sanctioned amount ₹2,798,862 is 2.83× the peer median ₹990,000 across 1573 comparable works."
WS/MP18110/2026-2027/269378,ND-WRK-0036,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP672/2026-2027/215119,ND-WRK-2153,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP664/2026-2027/146584,ND-WRK-2125,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18258/2026-2027/183826,ND-WRK-1714,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18131/2026-2027/228312,ND-WRK-1329,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18113/2026-2027/244708,ND-WRK-0327,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18112/2024-2025/136520,ND-WRK-0151,Normal/Others,2024-2025,2000000.0,121,999600.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹999,600 across 121 comparable works."
WS/MP18112/2024-2025/136992,ND-WRK-0161,Normal/Others,2024-2025,2000000.0,121,999600.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹999,600 across 121 comparable works."
WS/MP672/2026-2027/215081,ND-WRK-2152,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP664/2026-2027/146582,ND-WRK-2123,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197860,ND-WRK-2001,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197861,ND-WRK-2002,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197865,ND-WRK-2004,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18376/2026-2027/197881,ND-WRK-2007,Normal/Others,2026-2027,2000000.0,683,1000000.0,700000.0,1000000.0,2.0,45.83,True,"Sanctioned amount ₹2,000,000 is 2.00× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18121/2024-2025/146767,ND-WRK-0779,Normal/Others,2024-2025,1999472.0,121,999600.0,700000.0,1000000.0,2.0,45.79,True,"Sanctioned amount ₹1,999,472 is 2.00× the peer median ₹999,600 across 121 comparable works."
WS/MP18121/2024-2025/146766,ND-WRK-0778,Normal/Others,2024-2025,1998833.0,121,999600.0,700000.0,1000000.0,2.0,45.74,True,"Sanctioned amount ₹1,998,833 is 2.00× the peer median ₹999,600 across 121 comparable works."
WS/MP18323/2026-2027/144120,ND-WRK-1907,Normal/Others,2026-2027,1991059.0,683,1000000.0,700000.0,1000000.0,1.99,45.09,True,"Sanctioned amount ₹1,991,059 is 1.99× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18429/2026-2027/240743,ND-WRK-2041,Normal/Others,2026-2027,1983400.0,683,1000000.0,700000.0,1000000.0,1.98,44.45,True,"Sanctioned amount ₹1,983,400 is 1.98× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18120/2026-2027/169230,ND-WRK-0760,Normal/Others,2026-2027,1981405.0,683,1000000.0,700000.0,1000000.0,1.98,44.28,True,"Sanctioned amount ₹1,981,405 is 1.98× the peer median ₹1,000,000 across 683 comparable works."
WS/MP18361/2025-2026/219023,ND-WRK-1939,Normal/Others,2025-2026,2600000.0,1573,990000.0,500000.0,1000000.0,2.63,42.5,True,"Sanctioned amount ₹2,600,000 is 2.63× the peer median ₹990,000 across 1573 comparable works."
WS/MP672/2024-2025/181677,ND-WRK-2140,Normal/Others,2024-2025,1950000.0,121,999600.0,700000.0,1000000.0,1.95,41.67,True,"Sanctioned amount ₹1,950,000 is 1.95× the peer median ₹999,600 across 121 comparable works."
WS/MP673/2025-2026/167817,ND-WRK-2173,Normal/Others,2025-2026,2499999.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,499,999 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP687/2025-2026/243712,ND-WRK-2370,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP672/2025-2026/276662,ND-WRK-2151,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP681/2025-2026/251044,ND-WRK-2272,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/161223,ND-WRK-0863,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18116/2025-2026/235751,ND-WRK-0475,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/161241,ND-WRK-0864,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/162363,ND-WRK-0873,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/226093,ND-WRK-0896,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/162373,ND-WRK-0876,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/226120,ND-WRK-0903,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/145422,ND-WRK-1840,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18308/2025-2026/244685,ND-WRK-1855,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/162371,ND-WRK-0875,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
WS/MP18124/2025-2026/162328,ND-WRK-0868,Normal/Others,2025-2026,2500000.0,1573,990000.0,500000.0,1000000.0,2.53,37.5,False,"Sanctioned amount ₹2,500,000 is 2.53× the peer median ₹990,000 across 1573 comparable works."
